Country Name,corruption_perception_estimate,access_to_electricity_percent,co2_emissions_per_capita,mobile_cellular_subscriptions_per_100_people,agriculture_value_added_percent_gdp,industry_value_added_percent_gdp,gdp_growth_annual_percent,gdp_per_capita_usd,stability_of_government_estimate,health_expenditure_pct_gdp,child_mortality_rate,life_expectancy_at_birth,fertility_rate_total,population_65_plus_percent,population_total,urban_population_percent
Kyrgyz Republic,-1.23040282726288,99.7,1.4782329446239686,106.926,10.99680566519774,24.19414219776426,8.96750520041391,1739.7201834417465,-0.471610426902771,4.92258883,15.1,72.04878048780488,2.8,5.19936059005824,6975220.0,37.461
Lao PDR,-0.96577924489975,100.0,3.247900154081085,63.3546,14.868882228227642,34.108979734211154,2.707426526431547,2046.4044025562034,0.789451360702515,2.0182547599999996,36.4,68.715,2.455,4.41710766922774,7559007.0,37.592
Latvia,0.693807184696198,100.0,3.5425988209960395,115.203,5.078001394749398,20.72298711830508,1.8067719800806543,20227.230743158063,0.48640912771225,7.62168407,2.6999999999999993,74.27804878048782,1.47,21.0117630297337,1879383.0,68.54
Lebanon,-1.12730157375336,100.0,2.93693660132346,74.0148,1.1895732629522016,2.390762099753932,-0.6216789706631118,3654.3584553487854,-1.4225754737854,5.73500204,15.1,78.003,2.263,9.51346669072451,5744489.0,89.262
Lesotho,-0.368640840053558,50.0,0.37259799397229365,68.1001,5.950853952753069,30.48874128260694,2.3877802018628387,1030.1257962883283,-0.292736917734146,12.65127754,57.6,56.812,2.716,3.7929706372461,2286110.0,29.942999999999998
Liberia,-0.925476372241974,31.799999999999997,0.31265737553165707,32.06389999999999,36.2030463526172,20.68854727275136,4.808105172906551,744.6171752373884,-0.267271250486374,13.47386169,53.9,61.934,4.016,3.2525393175955006,5373294.0,53.065
Libya,-1.52629828453064,70.0,7.897029335647903,192.973,1.6864376993735348,76.83807986471425,-8.251630041052877,5986.63694851258,-2.19370174407959,4.65005827,8.4,74.462,2.402,4.74866117985336,7223805.0,81.302
Liechtenstein,1.71488809585571,100.0,4.499381967522611,126.307,0.17175545430027306,40.62797200811935,3.117957675028117,186821.88175715695,1.64275300502777,8.622546292000001,5.4,84.1219512195122,1.47,19.6263702724012,39493.0,14.538000000000004
Lithuania,0.746974110603333,100.0,4.643988870050173,135.834,3.927938291255397,25.639869588622204,2.537525740115342,25085.78406349905,0.653032541275024,7.24335003,2.8999999999999986,75.64390243902439,1.27,19.8607556942966,2831639.0,68.465
Luxembourg,1.88359045982361,100.0,11.120757369052049,139.651,0.24216747829875374,9.113799153004198,-1.0950535116083557,123719.6589159963,1.06439006328583,5.55154753,2.0,82.94634146341465,1.31,14.8424375777289,653103.0,91.881
"Macao SAR, China",0.868464589118958,100.0,4.311678724346671,172.245,3.0608991619269306,9.251920663813156,-19.609344932572757,36909.95640903118,1.12270271778107,8.627670668,4.620000000000001,83.08048780487806,0.6800000000000002,12.7420560469024,677300.0,100.0
Madagascar,-0.969914019107819,36.1,0.13108603957498044,64.7495,21.544235787842723,23.35681615429949,4.1560977838081214,503.51453347288043,-0.48079660534858704,3.25023246,44.7,63.068,4.036,3.26762489022296,30437261.0,39.882
Malawi,-0.608851909637451,14.0,0.28916712788462196,59.6496,27.597551876220145,16.90734353839952,0.9211150690059351,604.2697511845145,-0.157983273267746,6.50023508,30.5,66.037,3.72,2.61321944653068,20568728.0,17.980000000000004
Malaysia,0.248940765857697,100.0,7.907148055224348,138.208,8.950720822756074,39.09483430097694,8.861821875780464,11748.091930794437,0.163117811083794,3.90591931,6.699999999999999,75.444,1.5500000000000003,7.18563935667379,34695493.0,78.214
Maldives,-0.332713663578033,100.0,5.305796918943877,136.459,5.06182902835499,9.918601294123835,13.826089530681358,11786.009154534322,0.645002782344818,9.65276241,5.300000000000001,80.76,1.583,4.08161318358005,524106.0,41.536
Mali,-0.844119906425476,53.0,0.29667606307730754,112.12,32.965283284591635,24.796496641707996,3.508282789613901,969.7222056056198,-2.56074357032776,3.67284775,59.0,60.035,5.692,2.4262091377493,23072640.0,45.437
Malta,0.238765001296997,100.0,3.3128543266687127,132.861,0.7706625496420969,11.89600841897823,4.269318530122931,36224.28199558168,0.911014318466187,9.52376747,5.0,82.4487804878049,1.0800000000000003,19.2843700775476,531113.0,94.875
Marshall Islands,0.385714828968048,100.0,0.0,39.70609999999999,21.01274664561957,8.499526440410417,-1.1180679785331051,6322.828555031563,1.0159205198288,11.73604298,24.3,66.725,2.936,4.11208423784215,40077.0,78.52
Mauritania,-0.790683805942535,49.0,0.9803026763477263,109.884,21.23020138885938,29.13755033305148,6.796005101822857,1960.3524007742344,-0.516949355602264,4.48389912,32.0,68.281,4.77,3.2085035033880196,4875637.0,56.923
Mauritius,0.420371741056442,100.0,3.2071494935141778,164.309,3.5630307504282825,18.106228114627186,8.69306675264066,10223.788231657354,0.830023586750031,5.82381678,13.8,73.51463414634146,1.32,12.3957639095405,1262523.0,40.81
Mexico,-1.01208603382111,100.0,3.6228373191515137,105.713,3.8993145717895965,33.137222713832735,3.710988931171826,11402.14103747819,-0.689268112182617,5.72145176,11.1,73.973,1.94,7.74526983999124,128613117.0,81.3
"Micronesia, Fed. Sts.",0.483295738697052,85.3,0.0,19.988600000000005,23.227094158673253,5.018645003296264,-2.9058658059566937,3710.1244845325637,1.20921885967255,10.34470272,21.5,66.961,2.785,5.51940667270222,112114.0,23.217
Moldova,-0.342236280441284,100.0,3.73997391497611,137.183,8.114280000584213,19.09082181107453,-4.6000000000000085,5744.296184344348,-0.659070193767548,6.96505404,13.600000000000001,71.546,1.694,15.1170014189217,2528654.0,43.173
Monaco,1.27027237415314,100.0,8.550067074214311,100.062,0.5063776378114966,12.275789448492898,11.04693942717516,226052.00190520077,1.18703246116638,3.39779735,2.3000000000000007,85.746,2.114,37.0612486033161,38931.0,100.0
Mongolia,-0.561183452606201,100.0,7.540011672376656,142.809,13.027853403536083,35.31221756694462,5.032709636652697,4993.514874634953,0.529954373836517,8.85170174,11.6,71.90073170731708,2.7,4.61634103806392,3433748.0,68.93
Montenegro,-0.118748672306538,100.0,2.7934999738386184,207.278,6.043989062828641,12.96530496700044,6.406680328792746,9990.204446169962,-0.140881478786469,10.92241859,2.1999999999999993,76.1878048780488,1.8,17.1459251034129,623591.0,68.164
Morocco,-0.387477546930313,100.0,1.883168032287121,141.87,9.818136451022804,25.91130939049632,1.5272035797611068,3455.3962402343786,-0.362119138240814,5.68049145,16.0,75.161,2.256,7.5098132650741,37329064.0,64.596
Mozambique,-0.835754334926605,33.199999999999996,0.3070836739777132,45.817800000000005,25.639222108274133,23.2425949902892,4.364450744326078,578.2516637513509,-1.26560831069946,8.77717781,46.5,63.011,4.84,2.7730989042647494,32656246.0,38.187
Myanmar,-1.15152585506439,73.6,0.6025750757760129,107.535,22.334350076849493,38.247135765302346,4.037493436008504,1158.0500503433177,-2.19571399688721,5.20476246,35.2,66.506,2.131,6.87716132590698,53756787.0,31.771
Namibia,0.215130418539047,56.2,1.4724213420116263,100.558,8.758893663341418,27.111725563061643,5.398724762240931,4349.799084933144,0.559885740280151,9.29635525,39.7,64.19,3.248,3.52321421619307,2889662.0,53.956
Nauru,0.60178005695343,100.0,0.0,87.1706,18.2552115232821,13.685699196915131,2.9515183463878003,12896.43410464811,0.877918004989624,18.17031097,8.8,61.93,3.379,2.4319972883653893,11801.00000000745,100.0
Nepal,-0.532767117023468,91.3,0.5795607373891469,133.273,20.91436998151288,12.181228473134247,5.631314556845098,1385.910662748509,-0.239196881651878,6.65589333,24.2,70.087,2.002,6.19751969986239,29715436.0,21.451
Netherlands,1.91720008850098,100.0,7.512052156202407,115.821,1.6419472339055368,18.65639653055885,5.007234551596113,59123.31855648699,0.726799547672272,10.10068321,3.5,81.61463414634147,1.49,19.9012830406524,17700982.0,92.886
New Caledonia,0.871642440557481,100.0,20.48529724194857,91.6764,1.00816776384376,39.80737832260867,3.499999996313761,33516.36308590602,0.5984808862209329,6.649480654,8.120000000000001,77.698,1.998,10.7931095732491,287123.0,72.325
New Zealand,2.16323399543762,100.0,6.761818217349671,115.984,4.56898326146121,19.604444975261927,3.496386864588416,48760.03819359356,1.32116913795471,10.02858067,4.099999999999998,81.95853658536585,1.6599999999999997,16.4463886430602,5117100.0,86.884
Nicaragua,-1.28762543201447,86.5,0.8029086029381394,104.278,16.80303121839451,25.94361059603292,3.5502994561397543,2322.890539645832,-0.35851177573204007,8.95364857,10.7,74.463,2.24,5.23936494428067,6730654.0,59.556
Niger,-0.584792077541351,19.5,0.11476782153647225,63.3771,41.3505163572647,18.88851251716822,11.900000000027717,609.7451476616843,-1.46439230442047,4.35259724,68.3,60.398,6.135,2.550725698071819,25311973.0,16.894
Nigeria,-1.12968230247498,60.5,0.5830431440436605,99.5852,23.691871840460323,30.77556871901027,3.251681408270926,2139.374784769734,-1.77890145778656,4.27090406,61.6,54.079,4.552,3.0079422199764405,223150896.0,53.521
North Macedonia,-0.323990255594254,100.0,4.577138764172534,111.303,7.2798878546816255,23.02446806946344,2.7588841533296744,7606.237525379702,0.180839285254478,7.6204114,3.6000000000000014,74.4248780487805,1.6,17.047678201619,1831712.0,59.118
Northern Mariana Islands,-0.08643011450767522,100.0,0.0,127.75456,3.4489233312664505,16.644455117834994,16.64275466284076,23785.75459004297,0.04335300922393842,6.896204664,11.959999999999999,78.531,2.388,7.78028560267373,46078.0,91.983
Norway,2.0676383972168,100.0,8.16471744198,111.657,1.6344244322904355,49.12889712981464,3.246228602609321,109269.5205802976,0.86123925447464,7.94803333,1.8999999999999986,82.50975609756098,1.41,18.3301335040316,5457127.0,83.664
Oman,0.05263793468475339,100.0,19.231723811927804,136.801,2.1082711466343422,59.48520777302171,7.98570728354278,23223.582940593456,0.532249212265015,2.9162159,8.5,77.911,2.449,2.6575474406508306,4730226.0,87.75
Pakistan,-0.80435037612915,95.0,0.897331150923768,79.1051,22.326864699603053,20.412595554361264,4.778106869035796,1538.3228133170996,-1.83982634544373,2.9043405099999995,51.8,67.417,3.662,4.11167709278366,243700667.0,37.731
Palau,0.60178005695343,100.0,78.7262796328622,135.143,3.200776552861191,11.773140770551088,-1.3184271665502365,14392.201137451431,1.08399426937103,14.28555965,19.5,68.922,1.927,10.3778365898981,17759.0,81.956
Panama,-0.634862422943115,95.0,2.7263619368688183,152.062,2.611520861549053,26.46613982643928,10.76966587061898,17332.436074298766,0.289221227169037,8.46561432,11.1,79.324,2.139,8.76630082942247,4400773.0,69.141
Papua New Guinea,-0.696280241012573,19.0,0.569685751554247,49.1907,16.908591932501118,40.279199607031,5.707584042381967,3102.2896859406064,-0.659367442131042,2.6182510899999993,33.0,65.274,3.165,3.2470204479108205,10203169.0,13.582
Paraguay,-1.0905796289444,100.0,1.209783825488901,128.088,10.8974804512494,34.253965760077165,0.17603836612406099,6205.625953793704,0.0355493128299713,7.73804235,15.6,72.319,2.444,6.23091107355945,6760464.0,62.818
Peru,-0.808002054691315,96.2,1.703078537762523,124.119,7.174162292069777,34.931429915672894,2.809033553301504,7350.6303430041735,-0.487095445394516,6.0930872,13.8,76.834,2.004,8.81067934047644,33475438.0,78.708
Philippines,-0.541212201118469,94.8,1.3218055985197754,147.429,9.55176804414326,29.221239936433847,7.580982127855634,3548.0693057211574,-0.655268549919128,5.15676308,22.4,69.472,1.929,5.04131518299472,113964338.0,47.977
Poland,0.506645441055298,100.0,8.616969824002656,137.002,2.8060693035780506,29.18148249673477,5.255456973860362,18891.213529395965,0.505146443843842,6.39626455,3.6999999999999993,77.15609756097562,1.29,19.0192157040405,36821749.0,60.134
Portugal,0.728919625282288,100.0,3.7854555519222495,122.801,1.9054367775604337,18.403243006462564,6.985841781199696,24620.51955687504,0.795802593231201,10.46883011,2.6000000000000014,81.6317073170732,1.4300000000000002,23.688003515383,10434332.0,67.381
Puerto Rico (US),0.11363242566585499,100.0,3.9232492282160663,120.216,0.6639805276884001,48.22339751782488,2.957095654995868,35353.68215700139,0.542631983757019,8.271407892,2.3199999999999967,79.427,0.9140000000000001,23.8149799974915,3220137.0,93.61
Qatar,0.804029524326324,100.0,44.6800607977999,162.249,0.2565596177505398,65.3488994932063,4.18500970982862,88701.46335227301,0.960249304771423,2.1811232599999997,5.0,81.857,1.7390000000000003,1.391102022330509,2657333.0,99.318
Romania,0.0164916589856148,100.0,3.9888595964134086,121.142,3.8129043866278014,27.335276548274496,3.965307663117173,15557.882624758362,0.431136310100555,5.7490139,5.4,75.15365853658537,1.71,19.5152470245056,19048502.0,54.489
Russian Federation,-0.979839682579041,100.0,14.040395603808356,168.476,3.420293536128079,32.230143568513775,-1.4358821385984157,15619.6142578125,-1.00599670410156,6.91986275,3.8999999999999986,72.54560975609758,1.416,16.0755362936472,144236933.0,75.126
Rwanda,0.561417639255524,50.6,0.11883352391724245,80.5952,24.886975847495968,21.26953122778052,8.161207208729124,975.4693239795415,0.082752451300621,7.8792119,30.8,67.528,3.778,3.7214481251597906,13651030.0,17.721000000000004
Samoa,0.554122447967529,98.3,2.103957521334566,62.3987,9.992649874749276,11.424760793765605,-5.30629089966979,3869.466394921441,1.09655201435089,6.3012085,13.1,71.55,3.883,5.55629109845977,215261.0,17.616
San Marino,1.27027237415314,100.0,11.950834136304465,120.27,0.011488916733327414,37.59520177773305,7.898441457676043,54264.57049589802,1.18703246116638,7.40650225,1.3999999999999986,85.708,1.136,21.0237606336169,33755.0,97.732
Sao Tome and Principe,0.305139541625977,78.0,0.9054152581692847,86.7785,13.931757705354771,4.3554064353605035,0.16869849221656352,2389.7372978473686,0.460358828306198,7.46419811,9.8,69.237,3.695,3.8485671991339103,226305.00000000745,75.755
Saudi Arabia,0.357307374477386,100.0,18.81129405656974,149.798,2.214791590803636,53.1237705884733,12.000587475292889,38510.22762110374,-0.35580629110336304,4.62462378,5.099999999999998,77.31,2.14,2.7024941747722595,32175224.0,84.729
Senegal,-0.0131743038073182,67.9,0.7001035572677807,118.15,16.333323196840553,24.89997907112373,3.8504319373576834,1574.0281059305998,-0.157593667507172,4.06358385,31.4,67.788,3.864,3.56339204411192,17651103.0,49.086
Serbia,-0.456542432308197,100.0,5.9885927878957075,129.813,5.338337720634305,25.218013729597672,2.630986444088407,10022.968854340246,-0.174069464206696,9.65742779,4.5,75.23658536585367,1.59,22.0776743361109,6664449.0,56.873
Seychelles,1.69851016998291,100.0,10.031031548741218,163.43,2.4356014525146863,11.978764338336664,12.71046889028355,16836.672189538738,0.762523114681244,4.2375164,13.3,73.70243902439026,2.01,8.14754326913502,119878.0,58.396
Sierra Leone,-0.559889018535614,29.4,0.1332518687460027,107.882,33.81581010282239,20.7187562701714,5.313554614191503,860.7745909325931,-0.0945132076740265,7.94752312,58.0,61.275,3.876,3.17537929635059,8276807.0,43.831
Singapore,2.09469985961914,100.0,9.891251089671108,173.005,0.02597731637364653,23.840521792089987,4.108000218971512,90299.0694637269,1.44037234783173,4.89702511,1.8000000000000007,82.89512195121952,1.04,12.6908966015146,5637022.0,100.0
Sint Maarten (Dutch part),0.5800543352961535,100.0,9.30145388362704,205.373,2.3445776903323123,32.10225286467326,9.800001111457776,36476.63008338591,0.5335806787014008,6.924796102,5.379999999999999,76.18,1.4530000000000003,12.9762568672354,42139.0,100.0
Slovak Republic,0.213295862078667,100.0,6.54551238716348,136.029,1.9299859637450538,26.534195815207045,0.43735950856917327,21334.6011006572,0.44533574581146196,7.73064041,5.0,76.96585365853659,1.57,17.5706371952843,5431752.0,53.909
Slovenia,0.767268538475037,100.0,6.217531944873196,126.459,1.7102320081772984,28.00983047076927,2.699238745238276,28373.83822659993,0.709335088729858,9.60507679,1.8999999999999986,81.28292682926829,1.5500000000000003,20.8812714279501,2112076.0,55.751
Solomon Islands,-0.184632152318954,76.0,0.5185221223302516,62.0735,33.75552859211711,18.656698892324552,2.402481436225216,2005.4139933197985,0.41390562057495095,4.82369328,17.0,70.409,3.62,3.6286946301592895,781066.0,25.584000000000003
Somalia,-1.79261124134064,48.9,0.048657735745802455,49.6801,30.194227734495776,31.060763235882405,2.7271142958214654,573.1280924723505,-2.42969608306885,2.62183189,89.9,53.931,6.255,2.5418133808998,17801897.0,47.324
South Africa,-0.33009460568428,86.5,6.563286880829441,160.729,2.709908718212229,24.934872579234213,1.9114799603350434,6523.410978158534,-0.681386351585388,8.77086639,24.5,65.454,2.227,6.3616265627803,62378410.0,68.335
South Sudan,-1.85579764842987,8.400000000000006,0.1317459788825044,48.4888,29.503984060016414,26.722426790714746,7.986902892927867,609.4559544418516,-2.21309995651245,6.76125622,72.6,57.203,3.964,2.835790458868849,11021177.0,20.846000000000004
Spain,0.685416162014008,100.0,4.92760844983757,123.4,2.3095755840914833,20.930906380107,6.17931219966114,30270.26870174581,0.31884342432022095,9.73828793,2.6000000000000014,83.13414634146342,1.1599999999999997,20.1879992491906,47786102.0,81.304
Sri Lanka,-0.383232533931732,100.0,0.9007799468013165,151.727,8.44795287007937,29.80583157906254,-7.349193013067449,3342.636502538553,-0.80430680513382,4.36269855,5.5,77.3,1.984,11.3824347880542,22181000.0,19.025999999999996
St. Kitts and Nevis,0.389969080686569,100.0,2.4128112355220623,116.924,1.1876017849923102,21.695742695096563,10.342404054602513,20985.011216015948,0.938082098960876,5.56801701,14.7,70.313,1.512,10.2356051766771,46709.0,30.991000000000003
St. Lucia,0.579390466213226,100.0,1.572874074985597,98.6676,1.5183397546056892,8.86594059124188,20.388443182841428,13103.824314747177,1.03362321853638,5.01938295,14.400000000000002,72.67,1.387,9.00319385169565,178781.0,19.049999999999997
St. Martin (French part),0.817980713211,100.0,6.26548588260666,135.56166,6.97007190005759,18.363519884390428,4.9644437396291865,44334.47937623251,0.2594438195228561,9.501087093999999,2.84,80.236,2.763,16.34540447862,28870.0,83.5034
St. Vincent and the Grenadines,0.756547927856445,100.0,0.8946945495168848,102.334,4.639416506602865,14.617288388166886,3.110833003435204,9693.558678330251,1.03362321853638,4.68767738,10.3,71.191,1.791,11.2434588322913,102046.0,53.875
Sudan,-1.41372871398926,63.2,0.43340522126629466,70.20840000000001,5.031292661501224,4.871401745771198,-0.9578165911191832,1046.2408447265589,-2.0769202709198,4.61874437,40.3,65.695,4.384,3.12501104243737,49383346.0,35.956
Suriname,-0.404953330755234,99.0,4.07468980878228,149.052,7.295661794900951,42.23051732673471,2.40622235601218,6084.438767364452,0.399689197540283,5.91760969,15.7,73.254,2.274,7.3556078335719,623164.0,66.307
Sweden,2.06152534484863,100.0,3.452732307733971,140.782,1.0402012817612185,24.024881628299475,1.4592884998004365,55296.93714725353,0.910905122756958,10.49857044,2.0,83.05853658536587,1.53,20.3419018248482,10486941.0,88.492
Switzerland,2.00936198234558,100.0,3.9208106378789855,123.971,0.6163797988148598,24.54338165606891,3.044061029694234,94394.51068035244,1.15974533557892,11.70653343,3.5,83.60487804878049,1.39,19.2186649457438,8777088.0,74.092
Syrian Arab Republic,-1.77618515491486,89.0,1.1260219570030023,78.6568,43.0599878108777,12.000958703636542,0.7327813018613654,1051.671495874627,-2.77689838409424,4.15098715,19.5,72.79,2.746,4.66656330771211,22462173.0,56.769
Tajikistan,-1.43427646160126,100.0,0.9019445853763548,126.161,22.934853704084475,34.70258085642701,8.000000338463636,1052.1794948489405,-0.740999102592468,7.62917423,23.1,71.562,3.127,3.4728765489497295,10182222.0,27.968000000000004
Tanzania,-0.354882270097733,45.8,0.2933235335782003,93.016,24.25696945695516,27.68481117567825,4.566005764309551,1207.85302734375,-0.260344117879868,3.1119566,31.2,66.879,4.671,3.03504980952398,64711821.0,36.682
Thailand,-0.452444344758987,99.9,3.845649052505217,176.223,8.719451384414441,35.12175770314611,2.5803787470982655,6909.352818158268,-0.393339306116104,5.35470581,8.3,75.291,1.221,14.0967841661394,71735329.0,52.889
Timor-Leste,-0.265468001365662,99.7,0.5200486381678164,108.158,10.334492362047108,54.512344341676865,-20.54158474717333,2343.2452335038906,0.256246715784073,14.32454681,36.9,67.368,2.801,5.40526131868541,1369295.0,32.074
Togo,-0.637628197669983,57.2,0.2783468566420728,72.2148,18.70014266678964,20.141136114321824,5.759542515217333,898.7581544107125,-0.788051605224609,6.04134083,36.9,62.29,4.253,3.1154141563038404,9089738.0,43.921
Tonga,-0.420545071363449,100.0,2.024904323984692,61.7258,15.571936566834529,15.545220086036412,-2.309864445204596,4933.074669307845,1.09290516376495,8.13607597,8.2,72.635,3.171,6.50073304011729,105042.0,23.125
Trinidad and Tobago,-0.37944084405899,100.0,20.444646197663648,133.632,0.7591153495323386,46.05010545909445,1.082222339508192,20874.37682914996,0.34842374920845,6.43106365,17.6,73.331,1.544,11.3581160508757,1365805.0,53.34
Tunisia,-0.299796938896179,100.0,2.513166152529504,131.875,10.711740966144095,24.671297391453948,2.6733182184056687,3708.848124103599,-0.594559073448181,6.96380186,11.5,76.05,1.847,8.83897616977039,12119334.0,70.214
Turkiye,-0.468106269836426,100.0,5.104096776375848,103.721,6.476925813391694,31.29376745981395,5.53342787492781,10674.504157864983,-1.03223478794098,3.70338893,8.0,77.591,1.63,9.71952040624191,84979913.0,77.022
Turkmenistan,-1.43713247776031,100.0,9.214041727516816,117.7997,10.934487068923753,40.44776697900214,6.199999936216983,8156.352119507736,-0.110257938504219,5.37103748,32.0,69.913,2.728,4.0446776455345,7230192.999999996,53.494
Turks and Caicos Islands,0.4513035118579869,99.9,2.133182105699391,121.72446,0.43301845941654804,10.049863365592394,14.087123416815288,31280.54180208084,0.5134603559970861,6.969838048,4.099999999999998,77.918,1.477,10.6058127487867,45847.0,94.047
Tuvalu,0.652524471282959,100.0,0.0,98.8591,15.814701397066644,10.6831592267474,0.6773093614383039,5911.327270553014,1.18310344219208,18.38210106,17.7,66.852,3.244,5.88470776621297,9992.0,65.527
Uganda,-1.06119692325592,47.1,0.15262280741041323,70.1401,24.011722052955268,26.766148633372637,4.588021921817727,963.0673142334963,-0.711015820503235,4.39089251,28.7,67.675,4.388,2.1152049820344807,47312719.0,26.159
Ukraine,-0.634004473686218,100.0,3.3700306606049986,120.261,8.57297627041519,18.010831602442703,-28.75858421550849,4199.6708984375,-1.94932460784912,5.891457558,8.0,72.658,0.897,17.8569387445167,41048766.0,69.919
United Arab Emirates,1.1556144952774,100.0,20.53597740223129,195.625,0.7033470207399919,51.08332895625073,7.5096970349644465,49899.06529751974,0.744183301925659,4.67550945,4.199999999999999,80.487,1.1480000000000001,1.63973912932682,10074977.0,87.543
United Kingdom,1.62012147903442,100.0,4.8438065794923375,119.834,0.6603394199240977,17.241655016489684,4.839085178771342,46062.99140796976,0.533176064491272,11.05087757,3.8999999999999986,81.01121951219511,1.56,18.9303147227989,67604000.0,84.398
United States,1.10414469242096,100.0,14.330486172601809,108.786,1.1150812978697608,18.08359806763537,2.512375319833197,77860.91129088482,0.008700686506927,16.49613953,5.5,77.43414634146343,1.6565,16.9196203896458,334017321.0,83.084
Uruguay,1.61050200462341,100.0,2.5687477089503625,139.829,6.918402775770738,17.70865421086169,4.486227030720727,20818.614609114356,1.08582961559296,8.94532204,5.599999999999998,76.468,1.425,15.6134055931249,3390913.0,95.688
Uzbekistan,-0.757770240306854,100.0,3.975831561075596,105.472,20.97377168914149,31.48135075071116,6.001342322034418,2578.666893942187,-0.20133601129055,7.36325455,13.1,72.147,3.396,5.54495683192361,34938955.0,50.466
Vanuatu,-0.0285798031836748,71.6,0.887409518089993,81.6203,24.88014130709059,7.546471528303474,5.18622862422562,3292.341088212368,0.9618620872497559,4.14742947,14.400000000000002,71.302,3.647,4.14986272007513,313046.0,25.816000000000003
"Venezuela, RB",-1.65152418613434,100.0,2.759258253025545,66.4668,3.280251843085747,19.962992938325165,8.348437608032956,3306.912,-1.25080645084381,4.55047369,21.5,72.566,2.088,8.98203848567557,28213017.0,88.378
Viet Nam,-0.287254333496094,100.0,3.259415781326878,137.852,11.880299830258508,38.4823612398341,8.537500467557877,4147.697772136209,-0.0461320951581001,4.58891582,14.3,74.502,1.927,8.23004774597438,99680655.0,38.766
Virgin Islands (U.S.),-0.0058830576017499005,100.0,0.001897299194596691,91.462,1.5503416274087805,23.35969137355505,-1.3112320633349839,44320.90918577405,0.529783725738525,9.676431752,4.239999999999998,80.31951219512196,2.0,21.8115297027986,105413.0,96.136
West Bank and Gaza,-0.702707529067993,100.0,5.752914477846801,76.5666,5.745219274216692,17.392710860661083,4.082760273471052,3799.9552701516295,-1.70195543766022,9.73336029,12.3,76.662,3.375,3.7027992920247197,5043612.000000004,77.291
"Yemen, Rep.",-1.67981278896332,76.0,0.2927723178130286,46.4534,24.195962878189313,17.372276572107168,2.9186102231268984,615.7020776577556,-2.462735414505,6.18666697,35.7,67.952,4.593,2.5040763874502305,38222876.0,39.188
Zambia,-0.504948019981384,47.8,0.38738768511072674,98.4373,3.094015834076224,35.28382101824494,5.211223603562473,1447.123101380348,0.161331877112389,5.25592279,32.2,65.279,4.175,1.8560891717128296,20152938.0,45.761
Zimbabwe,-1.25996947288513,50.1,0.6822429394732339,88.9958,7.170549745262451,39.69164138372492,6.139176174474898,2040.546587053952,-0.894974112510681,3.62880659,42.2,62.36,3.767,3.6082270050035,16069056.0,32.395
